"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9","total"
"715",715,"12","83","4","2","3","2","2","3","3","5","5","4",NA,"5","2","2","1",NA,NA,NA,"13","1","1","2","5"
"716",716,"14","21","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,"39","1","1","2","2"
"717",717,"5","32","2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","18",NA,NA,NA,"10","1","1","2","2"
"718",718,"34","44","2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","1",NA,NA,NA,"55","1","1","2","2"
"719",719,"11","55","2","1","3","3","2","3","2","2","3","2",NA,"2","2","1","18",NA,NA,NA,"19","1","1","2","2"
"720",720,"3","90","2","1","2","2","4","3","2","2","3","2",NA,"2","1","1","1",NA,NA,NA,"51","1","1","1","2"
"721",721,"14",NA,"1","2","2","2","4","3","4","3","1","1",NA,"1","1","2","18",NA,NA,NA,"37","1","1","1","1"
"722",722,"30",NA,"1","1","7","3","4","1","4","3","1","1",NA,"1","9","2","2",NA,NA,NA,"49","1","1","2","1"
"723",723,"11",NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","1","2","18",NA,NA,NA,"6","1","1","2","2"
"724",724,"30",NA,"1","2","1","2","2","3","1","1","4","5",NA,"3","2","9","6",NA,NA,NA,"63","10","1","5","1"
"725",725,"20",NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","2",NA,NA,NA,"47","1","1","4","2"
"726",726,"14",NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,"48","1","1","2","2"
"727",727,"11",NA,"4","2","3","2","2","3","3","5","5","4",NA,"5","2","2","1",NA,NA,NA,"3","1","1","2","5"
"728",728,"7",NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","20",NA,NA,NA,NA,"1","1","2","2"
"729",729,"3",NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","1","1",NA,NA,NA,NA,"1","1","2","2"
"730",730,"60",NA,"2","1","3","1","2","3","2","2","3","2",NA,"2","2","1","11",NA,NA,NA,NA,"1","1","2","2"
"731",731,"14",NA,"4","1","1","2","3","1","3","5","5","4",NA,"5","4","2","1",NA,NA,NA,NA,"1","1","1","5"
"732",732,NA,NA,"5","2","1","1","2","3","1","1","4","5",NA,"4","4","2","3",NA,NA,NA,NA,"1","1","1","3"
"733",733,NA,NA,"1","1","3","2","6","1","1","1","4","5",NA,"4","4","3","6",NA,NA,NA,NA,"14","1","2","3"
"734",734,NA,NA,"2","4","3","2","2","5","2","2","3","2",NA,"2","2","3","2",NA,NA,NA,NA,"1","1","6","2"
"735",735,NA,NA,"1","2","4","3","2","3","1","1","2","3",NA,"6","1","2","2",NA,NA,NA,NA,"3","1","1","1"
"736",736,NA,NA,"1","2","2","2","2","5","4","3","1","1",NA,"1","1","2","2",NA,NA,NA,NA,"16","1","1","1"
"737",737,NA,NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,NA,"16","1","2","2"
"738",738,NA,NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","16",NA,NA,NA,NA,"1","1","2","2"
"739",739,NA,NA,"2","2","7","2","2","3","2","2","3","2",NA,"2","2","2","22",NA,NA,NA,NA,"1","1","2","2"
"740",740,NA,NA,"2","2","7","2","2","3","2","2","3","2",NA,"2","2","2","1",NA,NA,NA,NA,"8","1","5","2"
"741",741,NA,NA,"2","2","3","2","2","3","1","2","3","2",NA,"2","2","2","17",NA,NA,NA,NA,"10","1","6","2"
"742",742,NA,NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","2","2",NA,NA,NA,NA,"1","1","2","2"
"743",743,NA,NA,"2","1","3","2","2","3","2","2","5","4",NA,"2","2","1","25",NA,NA,NA,NA,"1","1","2","2"
"744",744,NA,NA,"4","1","4","2","2","3","3","5","5","4",NA,"5","2","2","13",NA,NA,NA,NA,"1","1","2","5"
"745",745,NA,NA,"1","2","4","2","2","3","1","2","3","3",NA,"3","3","2",NA,NA,NA,NA,NA,"1","1","1","1"
"746",746,NA,NA,"1","2","3","2","2","3","1","1","2","3",NA,"3","2","2",NA,NA,NA,NA,NA,"13","1","6","1"
"747",747,NA,NA,"2","2","3","2","2","3","2","2","3","2",NA,"2","2","3",NA,NA,NA,NA,NA,"17","1","6","2"
"748",748,NA,NA,"4","3","3","2","2","3","2","2","5","4",NA,"2","10","2",NA,NA,NA,NA,NA,"1","1","2","2"
"749",749,NA,NA,"6",NA,"7",NA,"2","3","2","2","3","2",NA,"2","10",NA,NA,NA,NA,NA,NA,"19","1","2","2"
"750",750,NA,NA,"6",NA,"3",NA,NA,NA,"1","2","3","3",NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
